31, i purchased this pedal at a local music store for practice and possibly doing some loops at open mics with my roland gr55 which has a flawless basic looper built in but only 20 seconds record and no undo i had hoped that it would at least last one hour on with a battery so that i wouldn't need to carry a power adapter alongthe factory battery lasted about 1 hour the second brand new fresh duracell battery lasted about 20 minutes i started recording a loop with another 3rd fresh battery tested 910 v with a multimeter and the unit started behaving erratically after a few seconds of recording suggesting that it was faulty the lights started coming on and off randomly recordundoall three together then off then undo on then all three on etc etcthe first time i used the jamman xt with the factory battery it seemed to be working ok and all i can say is that as a basic looper it suckedi am used to synching loops with other loopers and timing is everything so i know it was not my poor technique the main problem was that it didn't matter how hard i tried even if i did a manual fade out there was always a gap of about 2 seconds between the end of the loop and the start this makes the unit uselessalso it is poorly conceived in that to replace the battery you have to take out 2 screws exposing the delicate printed circuit boardthe potential for damage here is very high also replacing the screws needs to be done very carefully to avoid cross threading the screws and messing up the receiver nuts which are mounted directly onto the circuit board to save a few dollars digitech did not have the foresight to manufacture the unit with a battery box which would have protected the electronics and possible read inevitable damagei have owned quite a few digitech products over the years and generally they are well thought out and well constructed but they have really dropped the ball on this oneit's going back to the store where i purchased it overall, very disappointed in built quality ,1
32, often we get what we pay for after researching various pieces of sound equipment for weeks and weeks i chose solid items for reasonable pricesi should've known better to skimp on what is a critical piece of the puzzle  the quality of the cable this item simply didn't ever work  it arrived with a bent pen on one end and even when we attempted to straighten it it didn't connect well onto the mixer board the microphone end was a very shaky connection with the most intermittent power conveyed to the micdon't buy this item  spend the relatively small extra amount and get a more reliable brand overall, very poor quality pins were bent ,1
33, i had some issues with my 18watt all tube amp so i experimented and replaced all the tubes  issues not only continued but worsened  hum noise volume fade unwanted distortion at low volumes  i eventually put back the original el84s and that didn't help  once i removed the tungsol 12ax7 preamp tubes and replaced the hum stopped sound quality of the amp was consistent quiet and back to par  my experience with the tungsol tubes was very very negative  they caused me to go out and buy another amp  i had no idea that brand new tubes could sound so badly that fast  i'll never buy this brand again overall, very unhappy with the performance and quality ,1
34, based upon some of the other reviews i feel i got a different product as it didn't fit the descriptions given by others i ordered two of these and both were very thin material not sturdy at all second both straps were not adjustable to 59&34; both mine measured 45&34; from strap button hole to strap button hole fullyextended they are useless to me as my guitar a dreadnought covers the middle of my chest when i put it on i believe i was given a substitute product since when i ordered these straps the price was just 100 and now they're back up to 495 as i write this i'm really sick of these amazon substitutions for what i paid i won't bother returning themnot worth the hassle i will donate them to a local music teacher who has students with smaller guitars very disappointed warningif you see a price drop below 495 don't buyit's probably not the product that's described here overall, very very disappointed ,1
35, these picks do cut pick noise but with an acoustic guitar they wear very rapidly and leave a rubbery residue all over my guitar i don't like the thought of what damage that stuff would do over time to the inside of my guitar with that stuff getting all over my pickups etc big disappointment i'm getting a lot of high string in my guitar sound and thought these picks might solve the problem back to the drawing board i go overall,  awful,1
36, bought this a while back just got around to installing it on my mexi strat doesn't fit perfect kinda bummed but oh well overall,  awful,1
37, this piece of plastic is just terrible  you'd be better off with a couple of books and a towelnot recommended overall, waste of money ,1
38, the cable arrived on time and the it looked nice for ten minutes i dont like how the tips screw on and off and the fabric shielding slid out of place the first time i used it the cable worked well for about two weeks but then it lost current in the middle of a session and i lost sound this cable is complete garbage never again overall, waste of money ,1
39, this unit might be great if you have child hands  the keys on the  keyboard is soooo small  don't get this if you have man hands wtf u[date the description akai wtf overall, what a joke ,1
40, i have always loved line 6 this product sounded great for about an hour then total gave up it went dead i changed channels and it worked for like a minute then went dead i am sorry to say that i returned it my akg wireless guitar bug has lasted years with no drop outsi am really disappointed overall,  awful,1
41, amazon and tc electronics will not tell you that you need a 9v power supply i didn't see any warning or advise in the point of purchase nor in the package this is an unfair practice from amazon and tc electronics overall,  awful,1
42, these speakers worked great for 14 months last week 4813 one of them wouldn't power up all the way the problem is getting worse every time i try to use them and it's just a matter of time before it stops working  it seems there is a problem with the capacitors that i did read about in a few reviews i took a chance on the monitors anyway and it was a huge mistake i only use them between 2 and 4 hours per week i contacted maudio's online support system and was given addresses to two electronics repair shops one on the east coast and one on be west coast i've since found many complaints about this same issue all over the internet and on the maudio support site maudio doesn't stand behind their products and i'll never purchase anything from them again overall, worked great for 14 months ,1
43, very accurate tuner but it broke within the first week i used it  the little head on the tuner is connected with an arm and a ball and even when  you are gently the three prongs holding the ball joint can crack and break rendering it useless  i will try to get a replacement now as a tuner it was really quite good but just not durable which is kinda what you need overall, works great if it doesn't break ,1
44, i know many people love the design but i find it much too frustrating you have to be very careful putting it on the fret correctly then snap it in then turn and turn the screw oops don't let it snap off again and fall off while trying to turn the screw then you have to go through the whole routine again to take it off and move it to another fret and put it on again what a farce this is the worst capo i've owned and i've tried nearly every brand and type yeah i've had people show me how to do it right and i know to do it right it's just wrong to have to spend so much time slipping it on snapping it screwing it in screwing it off having it fall off forget it it's garbage to me also while i'm getting my callouses worked out playing for two hours every day the last thing i want is to pinch my fingers against metal trying to turn a screw it's actually slightly painful to the fingers momentarily but why have to deal with that?? to work with this design seems like it was a non guitar player who came up with it the only good thing i can say about it is looks durableno thanks overall, worst capo i've ever used ,1
45, i own the sn8 which btw is the best tuner i've ever used i bought this bc it said it was made specifically for bass frequencies & violin so i wanted to use this w my acoustic bass and violin i was also intrigued by the &34;tighter&34; tuning aspect of the bars on this let me tell you if it worked the bars may have been a cool feature but when you are finetuning an a string and it tells you you are on e when you know you are on a bc the other tuners all say a and it matches the piano then there is a problem i could not find any way to recalibrate the thing so it looks like it's just defective the one i received was completely uselessi am amazed at the great sn8i am disappointed in this thing i must have just received a dud i hope since these usually get good reviews but i will be returning this since it absolutely does not work correctly on the flip side i will be getting another sn8 in it's place since i know those are great tuners & i love the one i already have overall, worst tuner i've ever used ,1
46, there are better tuners out there far better this could be good but it seems to me that all korg products seem to think of standard tuning as the only tuning out there and they don't even tune it well to standard especially when tuning the g string i personally play exclusively in standard for my electric playing but sometimes i want to fiddle around with opentunings on an acoustic this pieceofjunk makes it incredibly difficult to tune to any tuning using f or c notes i have no clue as to why that is pretty stupid if you ask me especially once you consider that majority of this generations guitarists are metal heads playing in drop c tuning or acoustic dbags i say that with love that play in open tunings trust me your money is best spent elsewhere overall,  yuck,1
47, this review is on the seller yorozuya yokoshima not the product these people posted what seemed like a good price not ridiculously low on the us dream pedal it was to be shipped from japan they then decided the price was an error and canelled my order this kind of crap makes me wanna stop shopping on amazoncom because the item was less than 400 under the next best posted price and these 3rd party sellers yorozuya yokoshima were afraid they wouldn't make a killing on the item i am thoroughly disgusted with this sort of behavior i lost a lot of faith in the whole process of buying online over this incident overall,  awful,1
48, wind screen is way too big its bulky and to me useless the screen came out was thinking of glueing it back in but went to ebay and bought 2 metal mesh pop filters cheaper that is much betteravoid this overall, yuck ,1
49, i really wanted to like these but they're a frickin lintcatching sticky frickin' mess they went from my wife's snare back into the holder in a new york minute have never seen the light of day and may have been thrown in the garbage save your money we use a heavy stoneware coaster with a cork back to quieten her snare now overall, yuk ,1
50, purchased these for a new heritage h575 arch top  a few months later the high e string unwound from the ball end  overall good strings good sound  this set simply didn't last very long  i will replace with 12s however  for me the 11s felt a little loose  the 12s will likely improve the sound of the jazz box  i have 12s on an epiphone joe pass model  i'll be curious to hear how the 12s sound incomparison to the 11s overall, broke two days after use ,2
51, header says it all works well enough as a string winder but i was really lookin for something to pull my bridge pins with and for me this did not work well at all went back to my trusty rubber tipped pliers and just had to be gentle overall, as a string winder ok as a pin remover not so good ,2
52, well its a stand  its super cheap and i don't mean the price  the edges are sharp and the piece that holds the neck of the guitars is leaning too far back i stuck some cardboard under the rear post to help keep that back brace more up right and no leaning back  its going to work but i bumped the bottom with my bare feet and it cut me pretty well  instructions were ok  came with more parts than what were required all holes filled and i have  of of each part extra the guitars do not sit very well in this stand i will use it until i can find a better one it will get replaced i really should send this pos back to amazon  the concept is great but the execution of it sucks it folds down but not sure i would use this as a portable stand  there are better options out there for something portable  this stand is worth 1000 tops if i had it to do all over i would save my money overall, as cheap as the come ,2
53, as the title states this is a lightly padded duffle bag nothing more if you're toating between practice with an instructor it's okay i purchased it for that reasonand i'm an adult so i can be careful this bag is useless for kids as a drop would likely result in damage i would even go so far as to call it a glorified dust rag it will prevent my guitar from scuffs dings dent & dirt but that's itthere are better gig bags at a comprable price and the only reason i gave it two stars was becuase of the dirt cheap price overall, bare minimum ,2
54, i'd give this 1 and a half stars if i could this little amp is so noisy if you hardly touchmove a cable plugged into it it is so hard to get full sound in headearphones with this i can only hear in one ear in every headphoneoutput and hardly anything in the other i have to always adjust my cable's connector to get any full sound for a second i can still use this but hardly i really don't like this overall,  bleh,2
55, i honestly was not impressed it looked cheap sounded cheap what else is there to say you get what you pay for another chinese copy of a tubescreamer overall,  bleh,2
56, the version i picked came with a grounding wire claiming that using the wire in conjunction with the brush would discharge all of the electrostaticproducing snap crackles and pops  if you believe that continue to do so and maybe you'll imagine less surface noise than was the case before employing the device  speaking more pragmatically i've found some use for the item only when loose conspicuous debris has collected on the surface of a vinyl disc overall,  bleh,2
57, not happy with the sellers description or the product the description says heavy duty which makes you assume that it's a regular hard plastic mic clip but it's not it's rubber it sucks used it a couple times and it's hard to slide the mic in and i can see after a couple more uses how it's probably going to need to be taped because the swivel will become very loos cause the rubber will wear down quickly and flex it's flexible who uses flexible mic clips? make sure you don't buy this and get a hard plastic clip instead overall, beware,2
58, in the old days we used tobe able to buyall 6 nylon clear stringsnow tis almost impossiblewith these strings on even a cheap or semi decentclassic geeetarone will prefer playing on the hi 3 treble stringsvery nice resonant and cleannot shrillbutwhat is that garbage metallica with the other 3 supposed to bebass strings i dont knowagain like someone else noted the obvious>>>>>sound transition from the nylon to the wire wound nylon is giganticthis makes the move from the d to the g string too noticablecant they even make  6 strings that sound similar for the same one guitar even ?makes it sound like 2 different geeetars totallysucks bad nowoohthanks man overall, bipolar gtr syndrome half nylon sound half  something else totally ,2
59, the tension screw adjustment remains the best of any capo i've ever used  and i've tried many over the years but what was ned smoking when he decided to have the trigger handle and main support stem including the pick clip and tuner holder protude outward away from the fingerboard? it's awkward to apply and remove quickly it's visually distracting for player and audience and it doesn't add any mechanical benefit to the already excellent tension adjustmentthe only possible justification i can come up with is having less to obstruct the fretting hand behind the neck   but even that doesn't fly regardless of capo tension you should position it as close to the fret as practical and unless you're avoiding playing that first fret or use a lowthumb classical fret hand position you're always going to feel some part of the capo against the leading edge of your hand i own the older planet waves triaction capo and never felt that to be a problemotherwise the construction of the ns artist capo is superb the surface is arched probably between a 1012 radius that works fine on various strat fingerboards as well as a flatter sglp style it doesn't work as well on the very flat 16 radius of my martin om1 which is virtually the same as a classical if i cranked the tension it's possible the rubber would flatten out but i wouldn't risk marring the neck woodi tried both the pick and tuner clips and they're functional but to be honest i wouldn't use either  too distracting and i only use tuners to get an initial a then tune each guitar to itself or to other instruments depending on what they arethe only other capo i've ever used that protudes outward is the kyser with its notorious 'wrought iron fence' design i have one and as good as the holding action is i've never felt comfortable with the design the older planet waves capo is still available so it comes down to preferenceto top off the confusion the picture on the front of the cardboard card the ns artist comes mounted on shows a similar capo positioned in a way that's impossible with this capo overall, bizarre variant of the older planet waves triaction capo ,2
60, a very boring dull uninspiring pedal don't waste your time with this a boss sd1 or digitech bad monkey are far better options for this price range overall, boring boring boring ,2
61, first time i tried to use it it broke in my hand  it is now taped together while i wait for a different kind to replace it overall, broke in my hand ,2
62, my first desk mic stand and the adjuster part broke after only two days of use it worked once when i originally set it then kaput it's never worked properly since i still use it but have to wrap electrical tape so that it's at the right height i would not purchase this product again overall, broke two days after use ,2
63, it is built like a tank but it quit working after a couple of weeks i haven't made time trouble shoot it yet so i'm not sure what component has failed overall, buolt well but stopped working ,2
64, the only instrument this works well on is my yamaha guitarelele which has nylon strings for steel strings i want more pressure i advise getting the ns capo that is not lite  i prefer that one above this model overall, broke two days after use ,2
65, this is a basic eq pedal that is a bit noisy in my testing even when running on battery power there is a bit of hiss that is just enough to be annoying in my rig and probably enought to be very annoying in some higher gain rigs overall, buzzy buz buzz ,2
66, in my experience these cables were not great  the connectors rattle they are made of cheap materials and the cable subsequently had a ton of line noise  i can't expect miracles at that pricepoint but i certainly expected better i avoid this brand of cables overall, cheap connections ,2
67, i purchased this stand for my electric guitar and used it for a couple of weeks before the weak weld broke on the neck holder at the top when i placed my guitar in it upon close inspection the weld was very poor and barely attached the neck holder to the upright tube the tubing is made from very thin round steel tubing that is maybe 025&34; wall so don't expect it to take much abuse before it snaps off even if it is welded better than mine was just folding the legs repeatedly back and forth will likely cause it to break or pop out one of light duty aluminum rivets on the legs it is literally that thin of metal tubingfor 1011 i did not expect perfection so to it's credit it is foam covered where it needs to be and has never scratched my guitarsthis stand does have one other good quality it is cheap since it was less that 11 i cannot see going through the hassle of returning it i was able to carefully weld mine back together but this would probably not be an option for most the stand might work fine if you don't fold it up regularly and if you leave it set up but if you need portability and durability i would definitely purchase a better quality stand overall, cheaply made and not very durable ,2
68, it is not the size for mini guitar may be for the big oneconnections are shaky you will surely notice that the quality is toooo low overall, defective ,2
69, stopped working all by itself fresh battery didn't helpfortunately i've another plus a korg and an two intellitouch i've 2 fiddles and 3 guitarsthe intellitouch is simply champion overall, defective ,2
70, this is an affordable copy of the boss harmonist pedal i bought this mainly for the harmonist and polyphonic pitch shift feature but was surprised by how much fun the trem bar and flutter mode was to play withanyway on the third day the tracking on the pedal suddenly started to have about a one second delay and on fourth day in addition to the tracking problem hitting certain notes caused a low pitch fluttering noise also the pedal just started oscillating a few times i would have given the behringer us600 five stars if it kept working it tracked nice and didn't tone suck too bad overall, cool pedal that broke quick ,2
71, i am a fan of planet waves ns capos but this new one is not very well designed the way it sits on the guitar is sort of backwards i find my left hand hitting the lever when i'm in open position frustrating it does have a pick holder which can be handy and a place to put an ns tuner which can also be handy i just think it could have been better designed i don't particularly care for this capo and will likely not use it for much stuff i'll stick to my other ns planet waves capo or my old faithful kyser overall, cumbersome ,2
72, levy's leathers could have made this guitar strap out of a softer material especially on the edges  it cuts into your neck horribly even thru a shirt yukko  the fake leather on the ends are unbelievably cheap overall, defective ,2
73, considering the price is so cheap on these i took a chance on this about a year ago for my home hobbyist studio to say that i used it rarely is an understatement  maybe once a month when i have friends over for jamming as a way to get my vdrums and a bass di through my powered wedges that said within a year two of the channels stopped working altogether and the main volume fader became scratchy and jumpy to the point that the volume all the way down would = the volume all the way upaside from it not working less than a year later as others have mentioned the lack of a power button combined with the wall wart adapter is a bit of a pain as well however if you're building a studio on a budget and want to roll the dice it's a decent little mixer while it workspass on this  sound quality is decent for the price but reliability gets a zero overall, dead after less than a year ,2
74, this particular brand i've seen around and haven't heard to much about them but the one that i got worked fine for about a couple days it went out and i sent it in hoping to rule out the possibility that i might have gotten a bad oneand i requested in a letter when i sent it in that they send another one in exchange that didn't work out so well with that being the only way i could rate it and never receiving a replacement to verify that i just got a bad one i'd have to rate this one at the bottom overall, dead digi ,2
75, could be a fluke but my unit was defective straight out of the box  plugged it into the macbook pro fired up garageband and right away it's midi connectivity was intermittent then it had some stuck notes  then it stopped being recognized at all  it still got power from the usb bus but no midi no sound  the jack was visibly wiggly tooso you're mileage may vary but mine obviously had a defective usb port on the back  rather than bust it open and get soldering iron i returned it and bought an maudio oxygen 25 for 20 more overall, defective ,2
76, i bought this to use with my keyboard i wasn't really aware that there were other options for keyboard pedals it doesn't work as smoothly as the pedals do on an acoustic piano which is what i'd always used doesn't have the same feel either nowhere closein my opinion a sustain pedal like the maudio sp2 sustain pedal with piano style action or other similar pedal is a much better choice the price difference is only a few dollars and the feel and action are so much better the only thing i've found the yamaha fc5 sustain pedal is good for is taking up space in a drawer where i keep my electric guitar pedals overall,  bleh,2
77, did not hold the strings down very well for me i love the feel of it but the spring needs more power overall, did not like ,2
78, dampit was recommended to me by a guitar instructor years ago and i have used the standard model for some time it seemed kind of tricky to get it to hold enough water to humidify the guitar yet still get it dry enough to have absolutely zero drips inside the instrumenti used to hang it by the clip and let it drip dry for about 15 minutes while i was doing other things before placing it in the guitarlater i wound up trying the humidipak humidifiers and to help recharge them on a dreadnought i took to putting the dampit in a gallon plastic bag with distilled water and a resealable top pressing on the sides to saturate it then rolling it up in a planet waves microfiber polishing cloth and pressing on the end of the cloth to soak it then unroll the cloth put the dampit in under the headstock where a drop of water would just go into the hard shell case then rolling up the end of the polishing cloth to cover the wet end with dry material and pushing it into the sound hole over the humidipaks worked greatso i ordered a super dampit for my new 000 acoustic planning to do the same they now ship without the clips company says they've had too many complaints about scratches though i didn't seem to have a problem wasn't about to take a chance with a costly new acquisition more importantly there is supposed to be a sponge to absorb water inside the tube and when i pressed on the sides of the tube it was empty so i sent it back to amazon for a refund no problem getting the refund but i'm moving on from dampit to try the planet waves insert with a sponge that has eliminated the chance of water dripping in the guitar or damaging the finishif you use it to soak the polishing cloth as described above that still works great but there's really not enough room for that in the om model so between that and the missing sponge will just try something else overall, broke two days after use ,2
79, in fact i don't think this hosa gtr215r cord lasted 2 hours one step on the cord and it came apart this purchase is the very reason why i'm looking to buy a wireless system maybe if you're using this to run a pa i would recommend it but if any performer is hard on their cords i wouldn't recommend this itembut to be fair i would recommend wireless to any performer you'll end up saving money over the long haul overall, didn't last a day ,2
80, purchased it to use on a 0028 slotted headstock martin and it just didn't fit well for me also found it extremely difficult to attach and remove a string style worked a lot better was a lot easier to attach and remove and provided a lot more options for where it good be placed overall, didn't work for me on a slotted headstock martin ,2
81, great price but unfortunately this product didn't work for me fortunately i had no problem returning it for a full refund so overall i'm happy with the results overall, didn't work for me ,2
82, the wire clipper and winder work ok but the pin puller is badly designed and doesn't slip under the ball of the pin in order to lift it out bad design by someone who doesn't use it to pull pins out of a bridge i end up using a jim dunlop capo to pull bridge pins out i've done it successfully for years overall, disappointed ,2
83, as an amateur musician i'm always looking for ways to practice without chasing everyone out of the house with loud amplifiers and such  i thought this gadget would do the trick but the quality of the sound and range of adjustment just didn't meet my expectations overall, disappointed ,2
84, first time using item and it broke the round back that screws onto the mic stand broke i was really excited to have this and us it now that i transferred all my music sheet to my ipad as soon as i took it off the mic stand the round piece came off would have rather contacted the seller than post a not so good review but it only kept referring to delivery i do like the product and it did hold my ipad steady even with a leather case on sad overall, disappointment first not so good review ,2
85, i bought these strings after buying some elixir strings for my acoustic which i was pretty happy with  for my strat however these strings did not sound right from the start after about a week i really started wondering if it was just in my head or if i really didn't have sustain that i thought i usually got from a new pair of strings  i convinced myself that it was these strings that were causing all my problems and i was right  i put a pair of d'addario xl 95 highly recommended for those players who can't decide between 9s or 10s and was amazed at how much tone and sustain i was losing with these elixir strings  i did feel like i could move up and down the fretboard easily with these strings but the lack of sustain and tone have forced me to stay way from these electric strings permanently  don't let the higher price on these strings entice you go with a good set of d'addario or ernie ball strings for consistent longlasting strings overall, displeased ,2
86, i bought these just to add a layer of sound in my blues tunes i record the notes don't bend easilyif you think your will cheat the big boys harps youll be dissapointed quicklythese are little more than toys compared to 40 dollar harps they feel cheap but have a decent sound i dont know if they will last but to make harp noises without decent bends  ill use these sparinglyjim overall, do not be fooled these are just little more than toys ,2
87, i have a taylor 710ce and this strap had to be forced over the top connection near the neck of the guitar rather than ruin the finish of the guitar i just got a different strap plus the nylon slips very easy which is not a plus for me since i had to keep correcting the position of the guitar to where i liked it to play if the nylon is not a problem for you and the ends fit over your guitar this strap is very well made overall, does not fit taylor guitar ,2
88, no where on the description does it say that the mic clip is not included  the only place is on the box after you have received the item  there's no instruction which is fine but in the product description it doesn't say that you must purchase the mic clip separately or you can't use iti bought this and have it shipped second day because i need to use it and now i can't because it doesn't come with a mic clip which i have to spend another 510 to get it plus shipping  the price is the stand is reasonable had it included the mic clip  but without it i felt cheated overall, does not include mic clip ,2
